SNLS05D2bk,CFHT,r,53385.587839,23.033831,0.020079
SNLS05D2bk,CFHT,r,53390.468067,23.162756,0.029936
SNLS05D2bk,CFHT,r,53408.473256,24.013896,0.044475
SNLS05D2bk,CFHT,r,53411.518691,24.139143,0.048060
SNLS05D2bk,CFHT,r,53415.484316,24.332386,0.081407
SNLS05D2bk,CFHT,r,53418.498568,24.363564,0.084354
SNLS05D2bk,CFHT,r,53440.479094,24.289739,0.087075
SNLS05D2bk,CFHT,r,53446.311289,24.198013,0.091053
SNLS05D2bk,CFHT,r,53462.398000,24.583104,0.279624
SNLS05D2bk,CFHT,r,53463.271256,24.621197,0.110298
SNLS05D2bk,CFHT,r,53466.363561,24.447031,0.079406
SNLS05D2bk,CFHT,r,53470.296254,24.746945,0.097887
SNLS05D2bk,CFHT,r,53474.402558,25.062470,0.151444
SNLS05D2bk,CFHT,r,53495.352000,25.130617,0.254935
SNLS05D2bk,CFHT,r,53503.300000,25.284815,0.240249
SNLS05D2bk,CFHT,r,53374.649923,<25.484539,--
SNLS05D2bk,CFHT,r,53375.583527,<25.603240,--
SNLS05D2bk,CFHT,i,53378.461889,23.928844,0.123836
SNLS05D2bk,CFHT,i,53385.551278,22.848942,0.019595
SNLS05D2bk,CFHT,i,53390.434097,22.940407,0.028699
SNLS05D2bk,CFHT,i,53408.436996,23.651068,0.057389
SNLS05D2bk,CFHT,i,53411.479887,23.687422,0.039687
SNLS05D2bk,CFHT,i,53416.445892,23.803364,0.081365
SNLS05D2bk,CFHT,i,53418.415922,23.890921,0.089630
SNLS05D2bk,CFHT,i,53440.418693,23.766346,0.065003
SNLS05D2bk,CFHT,i,53446.253810,23.727778,0.077923
SNLS05D2bk,CFHT,i,53461.413698,23.630276,0.167320
SNLS05D2bk,CFHT,i,53462.350735,23.911850,0.122868
SNLS05D2bk,CFHT,i,53466.292137,23.910648,0.075491
SNLS05D2bk,CFHT,i,53470.264802,23.974054,0.067882
SNLS05D2bk,CFHT,i,53474.364291,24.027197,0.096698
SNLS05D2bk,CFHT,i,53495.270381,24.272593,0.098076
SNLS05D2bk,CFHT,i,53503.277933,24.276529,0.129440
SNLS05D2bk,CFHT,i,53374.602170,<25.427421,--
SNLS05D2bk,CFHT,i,53378.454972,<24.642352,--
SNLS05D2bk,CFHT,z,53375.620000,24.119369,0.203332
SNLS05D2bk,CFHT,z,53390.504952,22.755037,0.045613
SNLS05D2bk,CFHT,z,53411.553550,23.295187,0.093546
SNLS05D2bk,CFHT,z,53419.394000,23.736543,0.271663
SNLS05D2bk,CFHT,z,53446.350838,23.253715,0.106765
SNLS05D2bk,CFHT,z,53463.380000,23.876539,0.300663
SNLS05D2bk,CFHT,z,53375.620002,<24.764079,--
SNLS06D1hc,CFHT,g,54053.451090,22.835921,0.010994
SNLS06D1hc,CFHT,g,54056.473249,22.852975,0.012323
SNLS06D1hc,CFHT,g,54060.425385,22.914040,0.011502
SNLS06D1hc,CFHT,g,54063.441906,23.141339,0.014888
SNLS06D1hc,CFHT,g,54066.385807,23.336817,0.018619
SNLS06D1hc,CFHT,g,54081.371873,24.514507,0.052809
SNLS06D1hc,CFHT,g,54086.262691,24.555699,0.088546
SNLS06D1hc,CFHT,g,54089.324074,25.039184,0.091834
SNLS06D1hc,CFHT,g,54092.308000,25.186328,0.255371
SNLS06D1hc,CFHT,g,54093.298989,25.352928,0.139542
SNLS06D1hc,CFHT,g,54095.290000,25.304097,0.194288
SNLS06D1hc,CFHT,g,54039.375099,<25.868852,--
SNLS06D1hc,CFHT,r,54053.432030,22.634015,0.014193
SNLS06D1hc,CFHT,r,54056.438839,22.585678,0.014634
SNLS06D1hc,CFHT,r,54060.405853,22.654654,0.013975
SNLS06D1hc,CFHT,r,54063.421810,22.781031,0.017226
SNLS06D1hc,CFHT,r,54066.317942,22.931900,0.024798
SNLS06D1hc,CFHT,r,54081.352338,23.706495,0.043729
SNLS06D1hc,CFHT,r,54085.338000,23.697101,0.144064
SNLS06D1hc,CFHT,r,54086.242942,24.046145,0.107185
SNLS06D1hc,CFHT,r,54089.303842,24.191643,0.076266
SNLS06D1hc,CFHT,r,54092.293657,24.070971,0.097802
SNLS06D1hc,CFHT,r,54095.273907,24.498745,0.104964
SNLS06D1hc,CFHT,r,54113.281322,24.895457,0.193086
SNLS06D1hc,CFHT,r,54117.281144,25.364222,0.246154
SNLS06D1hc,CFHT,r,54120.289000,25.471129,0.259526
SNLS06D1hc,CFHT,r,54123.261188,24.915558,0.183444
SNLS06D1hc,CFHT,r,54039.355069,<25.567369,--
SNLS06D1hc,CFHT,i,54039.325000,24.610213,0.370938
SNLS06D1hc,CFHT,i,54053.395040,22.486291,0.017196
SNLS06D1hc,CFHT,i,54056.356924,22.366547,0.026948
SNLS06D1hc,CFHT,i,54060.365024,22.420920,0.015147
SNLS06D1hc,CFHT,i,54063.392371,22.547336,0.021123
SNLS06D1hc,CFHT,i,54066.285977,22.761788,0.029649
SNLS06D1hc,CFHT,i,54081.315875,23.336652,0.038046
SNLS06D1hc,CFHT,i,54086.217059,23.204978,0.098567
SNLS06D1hc,CFHT,i,54089.227666,23.638814,0.071995
SNLS06D1hc,CFHT,i,54092.268958,23.867819,0.169034
SNLS06D1hc,CFHT,i,54095.238011,23.695050,0.068454
SNLS06D1hc,CFHT,i,54113.245276,23.978155,0.090845
SNLS06D1hc,CFHT,i,54117.258814,24.055209,0.107207
SNLS06D1hc,CFHT,i,54120.241589,24.200508,0.112058
SNLS06D1hc,CFHT,i,54123.231994,24.284872,0.112475
SNLS06D1hc,CFHT,i,54039.321138,<24.926890,--
SNLS06D1hc,CFHT,z,54053.477450,22.443493,0.068065
SNLS06D1hc,CFHT,z,54060.456859,22.295484,0.035502
SNLS06D1hc,CFHT,z,54066.352796,22.558897,0.047609
SNLS06D1hc,CFHT,z,54081.398466,23.150851,0.126944
SNLS06D1hc,CFHT,z,54089.263934,23.471630,0.173676
SNLS06D1hc,CFHT,z,54095.321000,23.682060,0.212158
SNLS06D1hc,CFHT,z,54114.245867,24.280642,0.280187
SNLS06D1hc,CFHT,z,54121.278934,24.111668,0.286181
SNLS06D1hc,CFHT,z,54039.405817,<24.832956,--
SNLS06D1hc,CFHT,z,54053.483006,<23.232154,--
