#               DATEOBS        MJDim filter      m    dm gr gr_err ri ri_err iz iz_err cflg photcodehex    flux_c  dflux_c ZPTMAG_c      flux   dflux ZPTMAG       type                                                                            cmpfile
 2009-10-14T01:45:09.98 55118.073032      g      -     -  -      -  -      -  -      -    -      0x1613   1551.17   932.84  33.2776   1414.29  850.42 33.177 0x00000011   ut091014h_templh/12/md01s063.g.091014h.31638_12_g.091214h.38221_12.diff.cut.dcmp
 2010-01-10T06:45:44.06 55206.281760      g      -     -  -      -  -      -  -      -    -      0x1613   1425.70  1096.62  33.2776   1425.70 1096.54 33.278 0x00000011   ut100110h_templh/12/md01s063.g.100110h.41701_12_g.091214h.38221_12.diff.cut.dcmp
 2010-01-10T06:45:44.36 55206.281763      g      -     -  -      -  -      -  -      -    -      0x1613    580.17  2865.99  33.2776    472.93 2336.22 33.056 0x00000011   ut100110h_templh/12/md01s063.g.100110h.41701_12_g.091226h.40617_12.diff.cut.dcmp
 2010-01-19T05:10:21.75 55215.215529      g      -     -  -      -  -      -  -      -    -      0x1613    398.45  2603.71  33.2776    280.42 1832.45 32.896 0x00000011   ut100119h_templh/12/md01s063.g.100119h.51656_12_g.091226h.40617_12.diff.cut.dcmp
 2010-01-19T05:10:21.79 55215.215530      g      -     -  -      -  -      -  -      -    -      0x1613    786.69  1530.90  33.2776    786.69 1530.88 33.278 0x00000011   ut100119h_templh/12/md01s063.g.100119h.51656_12_g.091214h.38221_12.diff.cut.dcmp
 2010-08-05T14:04:23.23 55413.586380      g      -     -  -      -  -      -  -      -    -      0x1613   2891.42  1705.30  33.2776   2891.42 1705.09 33.278 0x00000011  ut100805h_templh/12/md01s063.g.100805h.135253_12_g.091214h.38221_12.diff.cut.dcmp
 2010-08-05T14:04:23.50 55413.586383      g      -     -  -      -  -      -  -      -    -      0x1613   2866.56  3441.67  33.2776   2253.62 2705.68 33.016 0x00000011  ut100805h_templh/12/md01s063.g.100805h.135253_12_g.091226h.40617_12.diff.cut.dcmp
 2010-08-08T14:23:30.56 55416.599659      g      -     -  -      -  -      -  -      -    -      0x1613  -1025.11  3400.19  33.2776   -816.98 2709.83 33.031 0x00000011  ut100808h_templh/12/md01s063.g.100808h.136665_12_g.091226h.40617_12.diff.cut.dcmp
 2010-08-08T14:23:30.62 55416.599660      g      -     -  -      -  -      -  -      -    -      0x1613  -1259.25  1655.04  33.2776  -1259.25 1655.00 33.278 0x00000011  ut100808h_templh/12/md01s063.g.100808h.136665_12_g.091214h.38221_12.diff.cut.dcmp
 2010-08-14T14:12:55.58 55422.592310      g      -     -  -      -  -      -  -      -    -      0x1613   6682.54  2273.82  33.2776   6682.54 2272.98 33.278 0x00000011  ut100814h_templh/12/md01s063.g.100814h.138638_12_g.091214h.38221_12.diff.cut.dcmp
 2010-08-14T14:12:55.81 55422.592313      g      -     -  -      -  -      -  -      -    -      0x1613   8223.57  7112.06  33.2776   6014.79 5201.52 32.938 0x00000011  ut100814h_templh/12/md01s063.g.100814h.138638_12_g.091226h.40617_12.diff.cut.dcmp
 2010-08-17T14:19:15.63 55425.596709      g      -     -  -      -  -      -  -      -    -      0x1613   1625.35  3253.98  33.2776   1150.45 2303.19 32.902 0x00000011  ut100817h_templh/12/md01s063.g.100817h.140135_12_g.091226h.40617_12.diff.cut.dcmp
 2010-08-17T14:19:15.74 55425.596710      g      -     -  -      -  -      -  -      -    -      0x1613   2922.85  1486.46  33.2776   2922.85 1486.21 33.278 0x00000011  ut100817h_templh/12/md01s063.g.100817h.140135_12_g.091214h.38221_12.diff.cut.dcmp
 2010-08-20T14:04:05.09 55428.586170      g 23.616 0.260  -      -  -      -  -      -    -      0x1613   7320.84  1753.15  33.2776   7320.84 1751.84 33.278 0x00000011  ut100820h_templh/12/md01s063.g.100820h.142025_12_g.091214h.38221_12.diff.cut.dcmp
 2010-08-20T14:04:05.27 55428.586172      g      -     -  -      -  -      -  -      -    -      0x1613   6230.96  2974.84  33.2776   5131.39 2449.41 33.067 0x00000011  ut100820h_templh/12/md01s063.g.100820h.142025_12_g.091226h.40617_12.diff.cut.dcmp
 2010-09-07T14:16:18.05 55446.594653      g      -     -  -      -  -      -  -      -    -      0x1613   1755.42  1851.37  33.2776   1755.42 1851.30 33.278 0x00000011  ut100907h_templh/12/md01s063.g.100907h.150355_12_g.091214h.38221_12.diff.cut.dcmp
 2010-09-07T14:16:18.05 55446.594653      g      -     -  -      -  -      -  -      -    -      0x1613   1344.97  2864.35  33.2776   1064.81 2267.68 33.024 0x00000011  ut100907h_templh/12/md01s063.g.100907h.150355_12_g.091226h.40617_12.diff.cut.dcmp
 2010-09-10T13:46:47.72 55449.574163      g      -     -  -      -  -      -  -      -    -      0x1613    506.20  1637.85  33.2776    506.20 1637.84 33.278 0x00000011  ut100910h_templh/12/md01s063.g.100910h.152131_12_g.091214h.38221_12.diff.cut.dcmp
 2010-09-10T13:46:47.72 55449.574163      g      -     -  -      -  -      -  -      -    -      0x1613   -464.50  2793.54  33.2776   -353.89 2128.31 32.982 0x00000011  ut100910h_templh/12/md01s063.g.100910h.152131_12_g.091226h.40617_12.diff.cut.dcmp
 2010-09-13T13:58:25.38 55452.582238      g      -     -  -      -  -      -  -      -    -      0x1613   1771.76  3781.66  33.2776   1377.86 2940.89 33.005 0x00000011  ut100913h_templh/12/md01s063.g.100913h.153770_12_g.091226h.40617_12.diff.cut.dcmp
 2010-09-16T13:44:46.84 55455.572764      g      -     -  -      -  -      -  -      -    -      0x1613   -147.97  1522.30  33.2776   -147.97 1522.30 33.278 0x00000011  ut100916h_templh/12/md01s063.g.100916h.155455_12_g.091214h.38221_12.diff.cut.dcmp
 2010-09-16T13:44:46.84 55455.572764      g      -     -  -      -  -      -  -      -    -      0x1613  -1535.32  2396.94  33.2776  -1184.89 1849.82 32.996 0x00000011  ut100916h_templh/12/md01s063.g.100916h.155455_12_g.091226h.40617_12.diff.cut.dcmp
 2010-09-19T14:09:58.48 55458.590260      g      -     -  -      -  -      -  -      -    -      0x1613   1504.75  4598.73  33.2776   1504.75 4598.71 33.278 0x00000011  ut100919h_templh/12/md01s063.g.100919h.156830_12_g.091214h.38221_12.diff.cut.dcmp
 2010-09-19T14:09:58.48 55458.590260      g      -     -  -      -  -      -  -      -    -      0x1613   -758.60  5365.67  33.2776   -591.63 4184.69 33.008 0x00000011  ut100919h_templh/12/md01s063.g.100919h.156830_12_g.091226h.40617_12.diff.cut.dcmp
 2010-09-28T14:22:47.72 55467.599163      g      -     -  -      -  -      -  -      -    -      0x1613   6700.70  5139.50  33.2776   6700.70 5139.13 33.278 0x00000011  ut100928h_templh/12/md01s063.g.100928h.162968_12_g.091214h.38221_12.diff.cut.dcmp
 2010-09-28T14:22:47.72 55467.599163      g      -     -  -      -  -      -  -      -    -      0x1613   5609.32  7099.24  33.2776   4084.61 5169.40 32.933 0x00000011  ut100928h_templh/12/md01s063.g.100928h.162968_12_g.091226h.40617_12.diff.cut.dcmp
 2010-10-07T14:29:19.63 55476.603699      g      -     -  -      -  -      -  -      -    -      0x1613   -389.55  1897.25  33.2776   -389.55 1897.25 33.278 0x00000011  ut101007h_templh/12/md01s063.g.101007h.166977_12_g.091214h.38221_12.diff.cut.dcmp
 2010-10-07T14:29:19.63 55476.603699      g      -     -  -      -  -      -  -      -    -      0x1613  -1708.53  4436.27  33.2776  -1390.92 3611.56 33.054 0x00000011  ut101007h_templh/12/md01s063.g.101007h.166977_12_g.091226h.40617_12.diff.cut.dcmp
 2010-10-31T11:05:39.82 55500.462266      g      -     -  -      -  -      -  -      -    -      0x1613   -189.66  2071.23  33.2776   -189.66 2071.23 33.278 0x00000011  ut101031h_templh/12/md01s063.g.101031h.176077_12_g.091214h.38221_12.diff.cut.dcmp
 2010-10-31T11:05:39.82 55500.462266      g      -     -  -      -  -      -  -      -    -      0x1613   -914.49  3560.14  33.2776   -719.28 2800.18 33.017 0x00000011  ut101031h_templh/12/md01s063.g.101031h.176077_12_g.091226h.40617_12.diff.cut.dcmp
 2010-11-03T09:58:47.65 55503.415829      g      -     -  -      -  -      -  -      -    -      0x1613   4589.82  2085.64  33.2776   4589.82 2085.21 33.278 0x00000011  ut101103h_templh/12/md01s063.g.101103h.177778_12_g.091214h.38221_12.diff.cut.dcmp
 2010-11-03T09:58:47.65 55503.415829      g      -     -  -      -  -      -  -      -    -      0x1613   3600.71  3452.33  33.2776   2792.98 2677.76 33.002 0x00000011  ut101103h_templh/12/md01s063.g.101103h.177778_12_g.091226h.40617_12.diff.cut.dcmp
 2010-11-09T11:31:26.66 55509.480170      g      -     -  -      -  -      -  -      -    -      0x1613    290.61  2425.87  33.2776    290.61 2425.87 33.278 0x00000011  ut101109h_templh/12/md01s063.g.101109h.180191_12_g.091214h.38221_12.diff.cut.dcmp
 2010-11-09T11:31:26.66 55509.480170      g      -     -  -      -  -      -  -      -    -      0x1613  -2441.95  5052.74  33.2776  -1908.52 3948.96 33.010 0x00000011  ut101109h_templh/12/md01s063.g.101109h.180191_12_g.091226h.40617_12.diff.cut.dcmp
 2010-11-24T11:13:13.21 55524.467514      g      -     -  -      -  -      -  -      -    -      0x1613  -3711.04  9276.80  33.2776  -2862.96 7156.74 32.996 0x00000011  ut101124h_templh/12/md01s063.g.101124h.184957_12_g.091226h.40617_12.diff.cut.dcmp
 2011-01-29T06:52:05.25 55590.286172      g      -     -  -      -  -      -  -      -    -      0x1613   2456.03  1994.39  33.2776   2456.03 1994.26 33.278 0x00000011  ut110129h_templh/12/md01s063.g.110129h.218475_12_g.091214h.38221_12.diff.cut.dcmp
 2011-01-29T06:52:05.25 55590.286172      g      -     -  -      -  -      -  -      -    -      0x1613   1969.64  3182.58  33.2776   1711.22 2764.98 33.125 0x00000011  ut110129h_templh/12/md01s063.g.110129h.218475_12_g.091226h.40617_12.diff.cut.dcmp
 2011-02-01T06:35:03.30 55593.274344      g      -     -  -      -  -      -  -      -    -      0x1613   1689.76  4540.59  33.2776   1335.44 3588.47 33.022 0x00000011  ut110201h_templh/12/md01s063.g.110201h.219996_12_g.091226h.40617_12.diff.cut.dcmp
 2011-02-04T06:10:51.28 55596.257538      g      -     -  -      -  -      -  -      -    -      0x1613   1906.49  1792.64  33.2776   1906.49 1792.55 33.278 0x00000011  ut110204h_templh/12/md01s063.g.110204h.223082_12_g.091214h.38221_12.diff.cut.dcmp
 2011-02-04T06:10:51.28 55596.257538      g      -     -  -      -  -      -  -      -    -      0x1613   1326.51  3237.29  33.2776   1078.92 2633.05 33.053 0x00000011  ut110204h_templh/12/md01s063.g.110204h.223082_12_g.091226h.40617_12.diff.cut.dcmp
 2009-10-09T05:50:43.94 55113.243564      r      -     -  -      -  -      -  -      -    -      0x1614     26.84  1862.03  33.4241     26.84 1862.03 33.424 0x00000011   ut091009h_templh/12/md01s063.r.091009h.31717_12_r.091214h.38327_12.diff.cut.dcmp
 2009-10-09T05:50:43.94 55113.243564      r      -     -  -      -  -      -  -      -    -      0x1614  -1543.80  1794.22  33.4241   -983.72 1143.25 32.935 0x00000011   ut091009h_templh/12/md01s063.r.091009h.31717_12_r.100107h.36021_12.diff.cut.dcmp
 2009-12-08T08:48:34.85 55173.367070      r      -     -  -      -  -      -  -      -    -      0x1614   -425.89  1902.49  33.4241   -405.04 1809.35 33.370 0x00000011   ut091208h_templh/12/md01s063.r.091208h.37511_12_r.091214h.38327_12.diff.cut.dcmp
 2009-12-08T08:48:35.17 55173.367074      r      -     -  -      -  -      -  -      -    -      0x1614  -2797.35  2125.51  33.4241  -1670.27 1269.03 32.864 0x00000011   ut091208h_templh/12/md01s063.r.091208h.37511_12_r.100107h.36021_12.diff.cut.dcmp
 2009-12-11T10:11:45.31 55176.424830      r      -     -  -      -  -      -  -      -    -      0x1614  -3776.57  3453.11  33.4241  -3319.08 3034.65 33.284 0x00000011   ut091211h_templh/12/md01s063.r.091211h.43989_12_r.091214h.38327_12.diff.cut.dcmp
 2009-12-11T10:11:45.56 55176.424833      r      -     -  -      -  -      -  -      -    -      0x1614  -6386.77  3935.92  33.4241  -3521.45 2169.89 32.778 0x00000011   ut091211h_templh/12/md01s063.r.091211h.43989_12_r.100107h.36021_12.diff.cut.dcmp
 2009-12-14T08:55:38.60 55179.371975      r      -     -  -      -  -      -  -      -    -      0x1614   -954.45  1759.43  33.4241   -621.83 1146.27 32.959 0x00000011   ut091214h_templh/12/md01s063.r.091214h.38327_12_r.100107h.36021_12.diff.cut.dcmp
 2009-12-23T08:05:28.62 55188.337137      r      -     -  -      -  -      -  -      -    -      0x1614  -2395.28  3615.97  33.4241  -1388.79 2096.51 32.832 0x00000011   ut091223h_templh/12/md01s063.r.091223h.44771_12_r.100107h.36021_12.diff.cut.dcmp
 2009-12-23T08:05:28.90 55188.337140      r      -     -  -      -  -      -  -      -    -      0x1614    653.04  3491.50  33.4241    571.82 3057.25 33.280 0x00000011   ut091223h_templh/12/md01s063.r.091223h.44771_12_r.091214h.38327_12.diff.cut.dcmp
 2010-01-07T06:23:06.72 55203.266050      r      -     -  -      -  -      -  -      -    -      0x1614    944.20  1687.99  33.4241    944.20 1687.97 33.424 0x00000011   ut100107h_templh/12/md01s063.r.100107h.36021_12_r.091214h.38327_12.diff.cut.dcmp
 2010-01-10T07:32:44.73 55206.314407      r      -     -  -      -  -      -  -      -    -      0x1614   1126.66  1761.43  33.4241    714.42 1116.91 32.929 0x00000011   ut100110h_templh/12/md01s063.r.100110h.41809_12_r.100107h.36021_12.diff.cut.dcmp
 2010-01-10T07:32:45.02 55206.314410      r      -     -  -      -  -      -  -      -    -      0x1614   2624.43  1653.40  33.4241   2624.43 1653.22 33.424 0x00000011   ut100110h_templh/12/md01s063.r.100110h.41809_12_r.091214h.38327_12.diff.cut.dcmp
 2010-01-19T05:32:03.84 55215.230600      r      -     -  -      -  -      -  -      -    -      0x1614     68.46  1921.45  33.4241     68.46 1921.45 33.424 0x00000011   ut100119h_templh/12/md01s063.r.100119h.51744_12_r.091214h.38327_12.diff.cut.dcmp
 2010-01-19T05:32:03.93 55215.230601      r      -     -  -      -  -      -  -      -    -      0x1614   -823.90  1908.03  33.4241   -455.19 1054.15 32.780 0x00000011   ut100119h_templh/12/md01s063.r.100119h.51744_12_r.100107h.36021_12.diff.cut.dcmp
 2010-08-05T14:23:06.01 55413.599375      r      -     -  -      -  -      -  -      -    -      0x1614  -2357.33  2551.59  33.4241  -1302.39 1409.66 32.780 0x00000011  ut100805h_templh/12/md01s063.r.100805h.135332_12_r.100107h.36021_12.diff.cut.dcmp
 2010-08-05T14:23:06.43 55413.599380      r      -     -  -      -  -      -  -      -    -      0x1614  -1817.71  2416.92  33.4241  -1817.71 2416.86 33.424 0x00000011  ut100805h_templh/12/md01s063.r.100805h.135332_12_r.091214h.38327_12.diff.cut.dcmp
 2010-08-08T14:04:47.42 55416.586660      r      -     -  -      -  -      -  -      -    -      0x1614    640.68  2303.09  33.4241    640.68 2303.08 33.424 0x00000011  ut100808h_templh/12/md01s063.r.100808h.136746_12_r.091214h.38327_12.diff.cut.dcmp
 2010-08-08T14:04:47.62 55416.586662      r      -     -  -      -  -      -  -      -    -      0x1614   -644.93  2729.11  33.4241   -334.56 1415.73 32.712 0x00000011  ut100808h_templh/12/md01s063.r.100808h.136746_12_r.100107h.36021_12.diff.cut.dcmp
 2010-08-14T14:30:43.42 55422.604669      r      -     -  -      -  -      -  -      -    -      0x1614   1232.44  3320.02  33.4241    683.29 1840.68 32.784 0x00000011  ut100814h_templh/12/md01s063.r.100814h.138722_12_r.100107h.36021_12.diff.cut.dcmp
 2010-08-14T14:30:43.49 55422.604670      r      -     -  -      -  -      -  -      -    -      0x1614   2006.69  2774.05  33.4241   2006.69 2773.99 33.424 0x00000011  ut100814h_templh/12/md01s063.r.100814h.138722_12_r.091214h.38327_12.diff.cut.dcmp
 2010-08-17T14:00:44.64 55425.583850      r      -     -  -      -  -      -  -      -    -      0x1614   -839.28  1993.53  33.4241   -839.28 1993.51 33.424 0x00000011  ut100817h_templh/12/md01s063.r.100817h.140215_12_r.091214h.38327_12.diff.cut.dcmp
 2010-08-17T14:00:44.93 55425.583853      r      -     -  -      -  -      -  -      -    -      0x1614  -2474.71  2145.73  33.4241  -1326.55 1150.14 32.747 0x00000011  ut100817h_templh/12/md01s063.r.100817h.140215_12_r.100107h.36021_12.diff.cut.dcmp
 2010-08-20T14:36:20.45 55428.608570      r      -     -  -      -  -      -  -      -    -      0x1614   -829.78  2123.38  33.4241   -829.78 2123.37 33.424 0x00000011  ut100820h_templh/12/md01s063.r.100820h.142109_12_r.091214h.38327_12.diff.cut.dcmp
 2010-08-20T14:36:20.48 55428.608570      r      -     -  -      -  -      -  -      -    -      0x1614  -1954.23  1967.86  33.4241  -1095.41 1103.00 32.796 0x00000011  ut100820h_templh/12/md01s063.r.100820h.142109_12_r.100107h.36021_12.diff.cut.dcmp
 2010-09-07T14:35:58.37 55446.608314      r      -     -  -      -  -      -  -      -    -      0x1614   2865.09  2677.99  33.4241   2865.09 2677.86 33.424 0x00000011  ut100907h_templh/12/md01s063.r.100907h.150433_12_r.091214h.38327_12.diff.cut.dcmp
 2010-09-07T14:35:58.37 55446.608314      r      -     -  -      -  -      -  -      -    -      0x1614   1771.29  3152.91  33.4241    978.61 1741.91 32.780 0x00000011  ut100907h_templh/12/md01s063.r.100907h.150433_12_r.100107h.36021_12.diff.cut.dcmp
 2010-09-10T14:07:26.20 55449.588498      r      -     -  -      -  -      -  -      -    -      0x1614    -24.62  2370.34  33.4241    -24.62 2370.34 33.424 0x00000011  ut100910h_templh/12/md01s063.r.100910h.152208_12_r.091214h.38327_12.diff.cut.dcmp
 2010-09-10T14:07:26.20 55449.588498      r      -     -  -      -  -      -  -      -    -      0x1614   -569.68  2287.80  33.4241   -314.74 1263.97 32.780 0x00000011  ut100910h_templh/12/md01s063.r.100910h.152208_12_r.100107h.36021_12.diff.cut.dcmp
 2010-09-13T13:39:41.33 55452.569228      r      -     -  -      -  -      -  -      -    -      0x1614  -3507.65  2502.16  33.4241  -3507.65 2501.95 33.424 0x00000011  ut100913h_templh/12/md01s063.r.100913h.153846_12_r.091214h.38327_12.diff.cut.dcmp
 2010-09-13T13:39:41.33 55452.569228      r      -     -  -      -  -      -  -      -    -      0x1614  -5626.51  2721.05  33.4241  -3108.56 1503.06 32.780 0x00000011  ut100913h_templh/12/md01s063.r.100913h.153846_12_r.100107h.36021_12.diff.cut.dcmp
 2010-09-16T14:03:15.80 55455.585599      r      -     -  -      -  -      -  -      -    -      0x1614    157.16  2246.95  33.4241    157.16 2246.95 33.424 0x00000011  ut100916h_templh/12/md01s063.r.100916h.155530_12_r.091214h.38327_12.diff.cut.dcmp
 2010-09-16T14:03:15.80 55455.585599      r      -     -  -      -  -      -  -      -    -      0x1614   1118.46  2351.94  33.4241    617.93 1299.40 32.780 0x00000011  ut100916h_templh/12/md01s063.r.100916h.155530_12_r.100107h.36021_12.diff.cut.dcmp
 2010-09-19T14:28:49.23 55458.603348      r      -     -  -      -  -      -  -      -    -      0x1614  -2312.34  3191.57  33.4241  -2312.34 3191.50 33.424 0x00000011  ut100919h_templh/12/md01s063.r.100919h.156909_12_r.091214h.38327_12.diff.cut.dcmp
 2010-09-19T14:28:49.23 55458.603348      r      -     -  -      -  -      -  -      -    -      0x1614  -3580.68  3542.73  33.4241  -1978.27 1957.22 32.780 0x00000011  ut100919h_templh/12/md01s063.r.100919h.156909_12_r.100107h.36021_12.diff.cut.dcmp
 2010-09-28T14:41:15.68 55467.611987      r      -     -  -      -  -      -  -      -    -      0x1614   3372.11  4476.71  33.4241   3372.11 4476.60 33.424 0x00000011  ut100928h_templh/12/md01s063.r.100928h.163050_12_r.091214h.38327_12.diff.cut.dcmp
 2010-09-28T14:41:15.68 55467.611987      r      -     -  -      -  -      -  -      -    -      0x1614   1826.64  5561.43  33.4241   1009.19 3072.59 32.780 0x00000011  ut100928h_templh/12/md01s063.r.100928h.163050_12_r.100107h.36021_12.diff.cut.dcmp
 2010-10-07T14:10:44.76 55476.590796      r      -     -  -      -  -      -  -      -    -      0x1614  -4204.13  3965.79  33.4241  -2362.85 2228.79 32.798 0x00000011  ut101007h_templh/12/md01s063.r.101007h.167061_12_r.100107h.36021_12.diff.cut.dcmp
 2010-10-13T14:06:45.08 55482.588022      r      -     -  -      -  -      -  -      -    -      0x1614  -3567.63  2775.51  33.4241  -3567.63 2775.31 33.424 0x00000011  ut101013h_templh/12/md01s063.r.101013h.170648_12_r.091214h.38327_12.diff.cut.dcmp
 2010-10-13T14:06:45.08 55482.588022      r      -     -  -      -  -      -  -      -    -      0x1614  -5139.77  2909.29  33.4241  -2839.64 1607.12 32.780 0x00000011  ut101013h_templh/12/md01s063.r.101013h.170648_12_r.100107h.36021_12.diff.cut.dcmp
 2010-10-16T13:48:20.88 55485.575242      r      -     -  -      -  -      -  -      -    -      0x1614  -1307.66  3981.29  33.4241  -1307.66 3981.27 33.424 0x00000011  ut101016h_templh/12/md01s063.r.101016h.172516_12_r.091214h.38327_12.diff.cut.dcmp
 2010-10-16T13:48:20.88 55485.575242      r      -     -  -      -  -      -  -      -    -      0x1614  -3538.18  4289.03  33.4241  -1942.05 2354.11 32.773 0x00000011  ut101016h_templh/12/md01s063.r.101016h.172516_12_r.100107h.36021_12.diff.cut.dcmp
 2010-10-31T10:46:43.00 55500.449109      r      -     -  -      -  -      -  -      -    -      0x1614    -28.69  2560.43  33.4241    -28.69 2560.43 33.424 0x00000011  ut101031h_templh/12/md01s063.r.101031h.176153_12_r.091214h.38327_12.diff.cut.dcmp
 2010-10-31T10:46:43.00 55500.449109      r      -     -  -      -  -      -  -      -    -      0x1614   -622.77  2380.89  33.4241   -344.07 1315.40 32.780 0x00000011  ut101031h_templh/12/md01s063.r.101031h.176153_12_r.100107h.36021_12.diff.cut.dcmp
 2010-11-03T10:17:43.29 55503.428973      r      -     -  -      -  -      -  -      -    -      0x1614  -4052.47  3365.15  33.4241  -2155.36 1789.69 32.739 0x00000011  ut101103h_templh/12/md01s063.r.101103h.177857_12_r.100107h.36021_12.diff.cut.dcmp
 2010-11-09T11:51:31.03 55509.494109      r      -     -  -      -  -      -  -      -    -      0x1614    754.83  2905.53  33.4241    754.83 2905.52 33.424 0x00000011  ut101109h_templh/12/md01s063.r.101109h.180269_12_r.091214h.38327_12.diff.cut.dcmp
 2010-11-09T11:51:31.03 55509.494109      r      -     -  -      -  -      -  -      -    -      0x1614    316.71  3168.98  33.4241    174.98 1750.81 32.780 0x00000011  ut101109h_templh/12/md01s063.r.101109h.180269_12_r.100107h.36021_12.diff.cut.dcmp
 2011-01-26T07:21:30.99 55587.306609      r      -     -  -      -  -      -  -      -    -      0x1614  -3658.10  4622.46  33.4241  -3108.96 3928.45 33.248 0x00000011  ut110126h_templh/12/md01s063.r.110126h.216892_12_r.091214h.38327_12.diff.cut.dcmp
 2011-01-26T07:21:30.99 55587.306609      r      -     -  -      -  -      -  -      -    -      0x1614  -6795.87  4896.65  33.4241  -3826.88 2757.17 32.801 0x00000011  ut110126h_templh/12/md01s063.r.110126h.216892_12_r.100107h.36021_12.diff.cut.dcmp
 2011-01-29T07:10:25.90 55590.298911      r      -     -  -      -  -      -  -      -    -      0x1614   3466.69  2654.89  33.4241   3466.69 2654.70 33.424 0x00000011  ut110129h_templh/12/md01s063.r.110129h.218556_12_r.091214h.38327_12.diff.cut.dcmp
 2011-01-29T07:10:25.90 55590.298911      r      -     -  -      -  -      -  -      -    -      0x1614   2925.13  2788.14  33.4241   1616.09 1540.33 32.780 0x00000011  ut110129h_templh/12/md01s063.r.110129h.218556_12_r.100107h.36021_12.diff.cut.dcmp
 2011-02-01T06:56:05.76 55593.288956      r      -     -  -      -  -      -  -      -    -      0x1614    170.58  3281.63  33.4241    170.58 3281.63 33.424 0x00000011  ut110201h_templh/12/md01s063.r.110201h.220076_12_r.091214h.38327_12.diff.cut.dcmp
 2011-02-01T06:56:05.76 55593.288956      r      -     -  -      -  -      -  -      -    -      0x1614  -2785.72  2628.81  33.4241  -1630.41 1538.50 32.843 0x00000011  ut110201h_templh/12/md01s063.r.110201h.220076_12_r.100107h.36021_12.diff.cut.dcmp
 2011-02-04T06:31:14.66 55596.271697      r      -     -  -      -  -      -  -      -    -      0x1614    911.29  2609.31  33.4241    911.29 2609.30 33.424 0x00000011  ut110204h_templh/12/md01s063.r.110204h.223163_12_r.091214h.38327_12.diff.cut.dcmp
