# Photometry from KAIT and Nickel
# Date(MJD)  Magnitude  Error LimitingMag  Passband Telescope ImageName
57084.23  17.0336  0.1552  17.3241  I  KAIT  None 
57085.21  17.2390  0.1346  18.0616  I  KAIT  None 
57087.20  17.6989  0.1331  18.2584  I  KAIT  None 
57088.21  18.1446  0.3254  18.2161  I  KAIT  None 
57063.30  nan  nan  18.3748  clear  KAIT  None 
57064.24  18.0616  0.1515  18.9903  clear  KAIT  None 
57066.22  16.8465  0.0646  19.0648  clear  KAIT  None 
57067.35  16.5726  0.0542  18.5727  clear  KAIT  None 
57070.22  16.2282  0.0306  18.9184  clear  KAIT  None 
57071.21  16.1795  0.0269  20.2628  clear  KAIT  None 
57072.24  16.2832  0.0302  19.5737  clear  KAIT  None 
57073.24  16.2797  0.0159  20.1199  clear  KAIT  None 
57074.19  16.3543  0.0224  19.5185  clear  KAIT  None 
57075.20  16.4839  0.0230  20.1943  clear  KAIT  None 
57076.21  16.4759  0.0304  19.5200  clear  KAIT  None 
57077.19  16.6425  0.0243  19.8018  clear  KAIT  None 
57078.17  16.6341  0.0312  19.4491  clear  KAIT  None 
57079.21  16.7395  0.0333  19.5423  clear  KAIT  None 
57080.22  16.9051  0.0379  19.1850  clear  KAIT  None 
57084.25  17.2140  0.1044  18.4673  clear  KAIT  None 
57085.24  17.5569  0.0760  18.8535  clear  KAIT  None 
57086.21  17.8184  0.0918  18.8574  clear  KAIT  None 
57087.25  17.8062  0.1291  18.4977  clear  KAIT  None 
57089.20  18.3348  0.1662  18.8312  clear  KAIT  None 
57090.17  nan  nan  19.3416  clear  KAIT  None 
57091.19  nan  nan  19.5923  clear  KAIT  None 
57093.20  nan  nan  19.4680  clear  KAIT  None 
57094.17  nan  nan  19.2595  clear  KAIT  None 
57067.35  16.4640  0.0592  18.1338  R  KAIT  None 
57068.22  16.4146  0.0277  19.0281  R  KAIT  None 
57070.19  16.1528  0.0456  19.1485  R  KAIT  None 
57071.21  16.2086  0.0313  19.4041  R  KAIT  None 
57072.23  16.2732  0.0278  19.1983  R  KAIT  None 
57073.24  16.2939  0.0290  19.2858  R  KAIT  None 
57074.18  16.2889  0.0377  19.1522  R  KAIT  None 
57075.20  16.4309  0.0330  19.4001  R  KAIT  None 
57076.20  16.4603  0.0350  19.1011  R  KAIT  None 
57077.19  16.5394  0.0388  18.9647  R  KAIT  None 
57078.19  16.6174  0.0419  19.0556  R  KAIT  None 
57079.21  16.7881  0.0464  18.8647  R  KAIT  None 
57080.21  16.8854  0.0521  18.8179  R  KAIT  None 
57084.23  17.4188  0.1262  17.9711  R  KAIT  None 
57085.21  17.6252  0.1164  18.5387  R  KAIT  None 
57086.18  17.8391  0.1557  18.4068  R  KAIT  None 
57087.20  18.1496  0.1681  18.7733  R  KAIT  None 
57088.21  18.2639  0.1802  18.6240  R  KAIT  None 
57089.18  18.6191  0.2174  18.9743  R  KAIT  None 
57067.35  16.9832  0.0891  18.2236  V  KAIT  None 
57068.22  16.8599  0.0476  18.9828  V  KAIT  None 
57070.19  16.7444  0.0448  19.1681  V  KAIT  None 
57071.21  16.6743  0.0366  19.3285  V  KAIT  None 
57072.23  16.7492  0.0448  19.1622  V  KAIT  None 
57073.24  16.8228  0.0391  19.1757  V  KAIT  None 
57074.18  16.8533  0.0470  19.1081  V  KAIT  None 
57075.20  17.0206  0.0403  19.3066  V  KAIT  None 
57076.20  17.0246  0.0529  19.0210  V  KAIT  None 
57077.19  17.1759  0.0529  18.9768  V  KAIT  None 
57078.19  17.2449  0.0566  19.0002  V  KAIT  None 
57079.21  17.3975  0.0828  18.7919  V  KAIT  None 
57080.21  17.4432  0.0691  18.7459  V  KAIT  None 
57084.23  17.9939  0.2656  17.6352  V  KAIT  None 
57085.21  18.0094  0.1529  18.3253  V  KAIT  None 
57086.19  18.1469  0.2191  18.3015  V  KAIT  None 
57087.20  18.7344  0.1939  18.6006  V  KAIT  None 
57088.21  18.6242  0.2386  18.5977  V  KAIT  None 
57075.32  16.4421  0.0061  21.5604  R  Nick  None 
57079.30  16.7911  0.0119  20.6361  R  Nick  None 
57084.36  17.4395  0.0283  19.9307  R  Nick  None 
57089.28  18.7836  0.0563  20.9824  R  Nick  None 
57107.29  nan  nan  20.8713  R  Nick  None 
57111.28  nan  nan  20.3205  R  Nick  None 
57075.31  18.0282  0.0168  21.6624  B  Nick  None 
57079.30  18.5111  0.0379  21.0922  B  Nick  None 
57084.35  18.9517  0.1087  20.0479  B  Nick  None 
57089.27  nan  nan  20.4596  B  Nick  None 
57107.28  nan  nan  21.0914  B  Nick  None 
57111.27  nan  nan  20.2559  B  Nick  None 
57075.32  17.0530  0.0086  21.5622  V  Nick  None 
57079.30  17.4653  0.0176  20.9115  V  Nick  None 
57084.35  18.1519  0.0502  20.1531  V  Nick  None 
57089.28  19.7519  0.1284  20.9479  V  Nick  None 
57107.28  nan  nan  20.8864  V  Nick  None 
57111.28  nan  nan  20.2119  V  Nick  None 
